,id,country,weight,width,height,thickness,screen_resol,screen_size,screen_type,MaxSDMemory,PhoneMemory,RAM,OperSystem,SIMType,Warranty,CPUType,CPUFreq,CPUCores,MainCameraMP,FrontCameraMP,SIMNumber,Wireless,CommunicStand,SatelliteNavig,Battery,InterfaceType,MusicWorkingTime,VideoWorkingTime,sales_count
0,121028588,Китай,191 г,75.6 см,164.3 см,8.5 см,2412x1080,6.6,Super Clear LCD,1 ТБ,128 GB,4 GB,Android 12,Nano-SIM,1 (один) год,Snapdragon 695,2200 МГц,8,50 Мп,16 Мп,2 nano SIM,Bluetooth; GPS; NFC; Wi-Fi,"GSM 1801; 2G, 3G, 5G, LTE","BeiDou , Galileo , A-GPS , GPS , ГЛОНАСС",5000 m*Ah,typ-c,,,8600
1,116872732,Китай,175 г,7.32 см,,0.78 см,2400x1080,6.40,Безрамочный дисплей,1 ТБ,128,8,Android,Nano-SIM,1 год,Snapdragon 680 (8 ядер),,8,64 Мп,32 Мп,2,NFC; Wi-Fi; Bluetooth; GPS,,,4500.00,"Type - C; Jack 3,5 mm",,,4100
2,116872733,Китай,175 г,7.32 см,,0.78 см,2400 x 1080,6.40,Безрамочный дисплей,1 ТБ,128,8,Android,Nano-SIM,1 год,Snapdragon 680 (8 ядер),,8,64 Мп,32 Мп,2,Bluetooth; GPS; NFC; Wi-Fi,,,4500.00,"Jack 3,5 mm; Type - C",,,4100
3,114477948,Китай,202 г,7.7 см,17.2 см,0.84 см,,"6,82""",IPS,512 ГБ,64,2,Android 12,NanoSIM,1 год,Helio G25 (8 ядер); 2.0 ггц,,8,8 Мп,5 Мп,2 SIM,Wi Fi; GPS; Blueooth,"2,3,4 G",GPS (спутник) + A-GPS + ГЛОНАСС,5000 mAh,Micro - USB,,,5900
4,128728547,Китай,195 г,7.65 см,16.44 см,0.78 см,FHD+1080*2400,6.7”,AMOLED,256 ГБ,256 ГБ,8 ГБ,Android,nano SIM,1 год,MTK Helio G99,2 МГц,6,50 Мп,16 Мп,2,Bluetooth; GPS; NFC; Wi-Fi,2G; 3G; 4G,GPS,5000 мАч,"type C; Jack 3,5 мм",,,900
5,117962430,Китай,192 г,7.6 см,16.4 см,0.78 см,1080 x 2400,"6,7 """,AMOLED,2000 ГБ,256 ГБ,8 ГБ,Android.,Nano-SIM,1 год,MediaTek Helio G99,,8,108 Мп,16 Мп,2 nano SIM + microSD,Bluetooth Wi-Fi GPS,"2,3,4 G",GPS,5000 mAh,Type - C,,,2400
6,74764975,Китай,,,,,1600x720,6.6'',IPS,512 ГБ,32 ГБ,2 ГБ,Android,Nano-SIM,1 год,,,,8 Мп,5 Мп,2,Bluetooth; NFC; Wi-Fi; GPS,4G LTE; 3 G; 2 G,GPS,5000 mAh,Micro USB; 3.5 Jack,,,4300
7,111864727,Китай,189 г,7.5 см,16.5 см,0.81 см,2408 x 1080,"6,6",LED дисплей,256 Gb,128 GB,4 GB,Андроид 11,Nano-SIM,Год,Unisoc T616,2400 МГц,8,50 Мп,8 Мп,2 SIM,Bluetooth; GPS; NFC; Wi-Fi,LTE; 2G; 3G,да,5000,USB Type-C,,,9400
8,123832379,Китай,178.5 г,73.3 см,159.9 см,7.95 см,FHD + 2400 x 1080,6.4,Super AMOLED,1 ТБ,128 ГБ,4 ГБ,Android 12,nano SIM,1 год,MTK Helio G99,2.2 МГц,8,50 Мп,16 Мп,2,Bluetooth; GPS; NFC; Wi-Fi,2G; 3G; 4G,"GPS/AGPS, Beidou, Glonass, Galileo",5000,USB Type - C,,,1000
9,115115739,Китай,197 г,0.76 см,16.4 см,0.8 см,1600 х 720,"6,5 дюйма",HD IPS,1 ТБ,32 GB,3 GB,Andriod 11,Nano-SIM,,UNISOC 1.8 ГГц,1820 МГц,8,13 Мп,5 Мп,2 SIM,Bluetooth; GPS; Wi-Fi; NFC,"LTE, 2G, 3G","A-GPS, GALILEO, GPS, ГЛОНАСС",5000 mAh,Micro - USB,,,3600
10,126920776,Китай,189 г,7.56 см,16 см,0.83 см,1612x720,6.56'',IPS,1 ТБ,64,4,Android 12,Nano-SIM,1 год,MediaTek Helio G35,2300 МГц,8,,5 Мп,2,Wi-Fi; GPS; Bluetooth,2G; 3G; 4G (LTE),"GPS, BeiDou, GLONASS, Galileo",5000 mAh,Micro USB,,,1700
11,131745097,Китай,194 г,76 см,164.5 см,9.1 см,1600*720,6.5,Super Clear LCD,1 ТБ,64 ГБ,4 ГБ,Android,nano SIM,1 год,UNISOC T618,2000 МГц,8,50 Мп,8 Мп,2,Bluetooth; GPS; Wi-Fi,2G; 3G; LTE,"GPS/AGPS, Beidou, Glonass",5000,Micro USB,,,1700
12,66070237,Китай,179 г,7.39 см,15.99 см,0.81 см,2400x1080,"6.43""",AMOLED,,256 ГБ,8 ГБ,Android,Nano-SIM,1 год,Helio G96,2.05 МГц,8,,16 Мп,2,Bluetooth; NFC; Wi-Fi; ИК-Порт,3G; 2G; 4G LTE,ГЛОНАСС; BeiDou; Galileo,5000 mAh,Type - C; 3.5 mm,,,14900
13,115115428,Китай,197 г,0.76 см,16.4 см,0.8 см,1600 х 720,"6,5 дюйма",HD IPS,1 ТБ,32 GB,3 GB,Andriod 11,Nano-SIM,Год,UNISOC 1.8 ГГц,1820 МГц,8,13 Мп,5 Мп,2 SIM,NFC; Bluetooth; GPS; Wi-Fi,"LTE, 2G, 3G","A-GPS, GALILEO, GPS, ГЛОНАСС",5000,Micro - USB,,,2400
14,115119935,Китай,197 г,0.76 см,16.4 см,0.84 см,1600x720,"6,5 дюйма",HD IPS,1 ТБ,64 GB,4 GB,Andriod 11,Nano-SIM,Год,UNISOC 1.8 ГГц,1820 МГц,8,13 Мп,5 Мп,2 SIM,Bluetooth; GPS; Wi-Fi; NFC,"LTE, 2G, 3G","A-GPS, GALILEO, GPS, ГЛОНАСС",5000 mAh,Micro - USB,,,5400
15,48793199,Китай,,,16 см,,1600x720,6.6'',IPS,512 ГБ,32 ГБ,2 ГБ,Android,Nano-SIM,2 года,Unisoc SC9863A; 8 ядер; 1.6 GHz,,8,8 Мп,5 Мп,2,GPS; NFC; Bluetooth; Wi-Fi,3 G; 2 G; 4G LTE,GPS,5000 mAh,Micro USB; 3.5 Jack,,,300
16,136419433,Китай,195 г,7.6 см,16.4 см,0.87 см,720х1612,6.6,IPS,512 ГБ,4 ГБ,64 ГБ,Android,nano SIM,2 года,MediaTek Helio G25,,,13 Мп,,2,Bluetooth; Wi-Fi; GPS,2G; 3G; 4G,GPS; ГЛОНАСС,5000 мА*ч,Micro-USB,,,10
17,114477953,Китай,191 г,7.5 см,16.4 см,0.84 см,720x1612,"6,6""",IPS,512 ГБ,128,8,Android 12,NanoSIM,1 год,Unisoc,2 МГц,8,50 Мп,8 Мп,2 SIM,GPS / NFC / WI-FI,"2,3,4 G",GPS,5000 mAh,Type - C,,,1400
18,116872730,Китай,190 г,7.57 см,,0.84 см,2412x1080,6.59,Безрамочный дисплей,1 ТБ,128,6,Android,Nano-SIM,1 год,Snapdragon 680 (8 ядер),,8,50 Мп,16 Мп,2,Wi-Fi; GPS; NFC; Bluetooth,,,5000.00,"Jack 3,5 mm; Type - C",,,1600
19,111864107,Китай,189 г,7.5 см,16.5 см,0.81 см,2408 x 1080,6.6,LED дисплей,256 Gb,64 GB,4 GB,Андроид 11,Nano-SIM,Год,Unisoc T616,2400 МГц,8,50 Мп,8 Мп,2 SIM,Bluetooth; GPS; NFC; Wi-Fi,3 G; LTE; 2 G,да,5000 m*Ah,USB Type-C,,,5800
20,106466313,Китай,187 г,75.7 см,164.2 см,8.3 см,1600 x 720,6.5,Super HD IPS,1 ТБ,128 ГБ,4 ГБ,Android 12,nano SIM,1 год,Unisoc T612,1820 МГц,8,50 Мп,5 Мп,2,Bluetooth; GPS; Wi-Fi; NFC,2G; 3G; 4G,BeiDou; Galileo; GPS,5000,Micro - USB,,,1100
21,81588758,Китай,209 г,7.8 см,17.1 см,0.89 см,1600 x 720,"6,82""",IPS,256 Gb,64,4,Android,Nano-SIM,1 год,Unisoc T610,1.8 МГц,8,13 Мп,8 Мп,2,Bluetooth; Wi-Fi; GPS,2G / 3G / 4G LTE,A-GPS; ГЛОНАСС; GPS,6000 mAh,"Type - C; 3,5 мм",,,2400
22,127005147,Китай,189 г,7.56 см,16 см,0.83 см,1612x720,6.56'',IPS,1 ТБ,64,3,Android 12,Nano-SIM,1 год,MediaTek Helio G35,2300 МГц,8,,5 Мп,2,Wi-Fi; GPS; Bluetooth,2G; 3G; 4G (LTE),"GPS, BeiDou, GLONASS, Galileo",5000 mAh,Micro USB,,,1100
23,126066982,Китай,187 г,7.5 см,16 см,0.79 см,1612x720,6.56'',IPS,1 ТБ,64,4,Android 12,Nano-SIM,1 год,MediaTek Helio G35,,8,,8 Мп,2,Wi-Fi; GPS; NFC; Bluetooth,2G; 3G; 4G (LTE),"GPS, BeiDou, GLONASS, Galileo",5000 mAh,USB Type-C,,,500
24,116872731,Китай,191 г,7.57 см,,0.84 см,2412x1080,6.59,Безрамочный дисплей,1 ТБ,128,6,Android,Nano-SIM,1 год,Snapdragon 680 (8 ядер),,8,50 Мп,16 Мп,2,NFC; Bluetooth; Wi-Fi; GPS,,,5000.00,"Jack 3,5 mm; Type - C",,,1500
25,78487675,Китай,179 г,7.39 см,15.99 см,0.81 см,2400x1080,"6.43""",AMOLED,,256 ГБ,8 ГБ,Android,Nano-SIM,1 год,Helio G96,2.05 МГц,8,,16 Мп,2,Bluetooth; NFC; Wi-Fi; ИК-Порт,3G; 2G; 4G LTE,ГЛОНАСС; BeiDou; Galileo,5000 mAh,Type - C; 3.5 mm,,,2900
26,126963650,Китай,187 г,7.5 см,16 см,0.79 см,1612x720,6.56'',IPS,1 ТБ,128,4,Android 12,Nano-SIM,1 год,MediaTek Helio G35,2300 МГц,8,,8 Мп,2,Wi-Fi; GPS; NFC; Bluetooth,2G; 3G; 4G (LTE),"GPS, BeiDou, GLONASS, Galileo",5000 mAh,USB Type-C,,,200
27,113187347,Китай,184.5 г,7.6 см,16.4 см,0.79 см,1080 x 2400,"6.7""",AMOLED,2048 ГБ,128,6,Android 11.0,NanoSIM,1 год,Helio G88 (8 ядер),,8 ядер,50 Мп,16 Мп,2 nano SIM,GPS; WI-FI 802.11a/b/g/n; Bluethooth,"2,3,4 G",GPS,5000 mAh,Type - C,,,2200
28,110847825,Китай,205 г,7.7 см,16.8 см,0.88 см,2040x1080,6.7'',IPS,512 ГБ,128 ГБ,6 ГБ,android 11,Nano-SIM,1 год,MTK Helio G88,2 МГц,8,50 Мп,8 Мп,2,Bluetooth; NFC; Wi-Fi; GPS,3G; 2G; 4G LTE,ГЛОНАСС; GPS,5000 mAh,"3,5 jack; USB (Type C)",,,1900
29,121002311,Китай,198 г,7.67 см,16.3 см,0.78 см,1080 x 2400,"6.67""",AMOLED 120 Гц,2048 ГБ,256,8,Android 12,Nano-SIM,1 год,MediaTek Helio G96,2.05 МГц,8,108 Мп,16 Мп,2 SIM,NFC; Wi-Fi; Bluetooth 5.0; GPS,3 G; 2 G; 4G (LTE),A-GPS; ГЛОНАСС; GPS,4500,Type - C; 3.5 Jack,,,1200
30,106443462,Китай,187 г,75.7 см,164.2 см,8.3 см,1600 x 720,6.5,Super HD IPS,1 ТБ,64 ГБ,4 ГБ,Android 12,nano SIM,1 год,Unisoc T612,1820 МГц,8,50 Мп,5 Мп,2,Bluetooth; GPS; Wi-Fi; NFC,2G; 3G; 4G,BeiDou; Galileo; GPS,5000,Micro - USB,,,1400
31,84888167,Вьетнам,186 г,7.4 см,15.9 см,0.81 см,2400х1080,"6.4""",Super AMOLED,1 ТБ,128 ГБ,6 ГБ,Android,Nano-SIM,1 год,Samsung Exynos 1280,2400 МГц,8 ядер,48 Мп,,2,NFC; Wi-Fi; Bluetooth 5.1,4G; 5G; LTE,ГЛОНАСС; GPS; Galileo,5000 mAh,USB Type-C,,,200
32,104209192,Китай,201 г,16.4 см,0.89 см,7.6 см,1640x720,"6,82""",IPS,512 Gb,128,4,Android,Nano-SIM,1 год,MediaTek Helio G37,2.5 МГц,8,50 Мп,8 Мп,2,Bluetooth; Wi-Fi; GPS,3G; 2G; 4G LTE,GPS,6000 mAh,"microUSB; 3,5 мм",,,100
33,113271120,Китай,189 г,7.6 см,16.45 см,0.81 см,2408 x 1080,"6.6""",IPS,1 ТБ,64 ГБ,4 ГБ,Android,NanoSIM,1 год,Unisoc T616,,8,50 Мп,,2,Bluetooth 5.0; WI-FI 2.4 GHz,2G / 3G / 4G LTE,"GPS, ГЛОНАСС, BeiDou, A-GPS",5000 мАч,mini-jack 3.5 mm; USB Type-C,,,400
34,84888172,Вьетнам,189 г,7.48 см,15.9 см,0.81 см,2400x1080,"6.5""",Super AMOLED,1 ТБ,128 ГБ,6 ГБ,Android,Nano-SIM,1 год,Samsung Exynos 1280,2400 МГц,8 ядер,64 Мп,,2,NFC; Wi-Fi; Bluetooth 5.1,4G; 5G; LTE,ГЛОНАСС; GPS; Galileo,5000 mAh,USB Type-C,,,300
35,105000655,Китай,195 г,7.6 см,16.4 см,0.87 см,720х1612,6.6,IPS,512 ГБ,4 ГБ,64 ГБ,Android,nano SIM,1 год,MediaTek Helio G25,,,13 Мп,,2,Bluetooth; Wi-Fi; GPS,2G; 3G; 4G,GPS; ГЛОНАСС,5000 мА*ч,Micro-USB,,,100
36,45338058,Китай,205 г,7.7 см,16.8 см,0.88 см,2040x1080,"6,78",IPS,512 ГБ,64 ГБ,4 ГБ,android 11,Nano-SIM,1 год,MTK Helio G88,1.8 МГц,8,50 Мп,8 Мп,2,Bluetooth; NFC; Wi-Fi; GPS,3G; 2G; 4G LTE,ГЛОНАСС; GPS,5000 mAh,"3,5 jack; USB (Type C)",,,2300
37,106476935,Китай,198 г,7.74 см,17.06 см,0.83 см,1640*720,"6,82’’",IPS,512 ГБ,128 ГБ,6 ГБ,Android,nano SIM,1 год,MediaTek Helio G85,2.3 МГц,8,50 Мп,8 Мп,2,Wi-Fi; Bluetooth; EDGE; GPRS; NFC,2G; 3G; 4G,BeiDou; GPS,5000 мАч,Type - C,,,100
38,85451986,Вьетнам,186 г,7.4 см,15.9 см,0.81 см,2400х1080,"6.4""",Super AMOLED,1 ТБ,128 ГБ,6 ГБ,Android,Nano-SIM,1 год,Samsung Exynos 1280,2400 МГц,8 ядер,48 Мп,,2,Bluetooth 5.1; NFC; Wi-Fi,4G; 5G; LTE,Galileo; GPS; ГЛОНАСС,5000 mAh,USB Type-C,,,200
39,84888169,Вьетнам,195 г,7.69 см,16.5 см,0.84 см,2408x1080,"6.6""",PLS,1 ТБ,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,Qualcomm Snapdragon 680,2400 МГц,8 ядер,50 Мп,,2,NFC; Wi-Fi; Bluetooth 5.0,4G; LTE,ГЛОНАСС; GPS; Galileo,5000 mAh,USB Type-C; Jack 3.5 мм,,,500
40,120292055,Китай,373 г,,,,1600x720,"6,53",IPS,,32,,,nano SIM,,,,8,,5 Мп,,Bluetooth - 5.1,,,5000,,,,100
41,120290935,Китай,373 г,,,,1600x720,"6,53",IPS,,32,,,nano SIM,12 мес,,,8,,,2 SIM,Bluetooth,,,5000,,,,100
42,92642669,Китай,190 г,7.5 см,,8.5 см,1600*720,6.5,IPS,512 ГБ,64 ГБ,4 ГБ,Android,nano,12 месяцев,UNISoC T606,1600 МГц,8,,8 Мп,2,"Bluetooth:5.0; WiFi:802.11 a/b/g/n/ac (два диапазона: 2,4/5 ГГц) Поддержка NFC","2G, 3G, 4G LTE"," A-GPS, GPS, Galileo, ГЛОНАСС",5050 mAh,USB Type-C; mini jack 3.5 mm,,,3700
43,123764976,Китай,178 г,0.73 см,16.2 см,0.79 см,2400x1080,"6,4",Super AMOLED,1 ТБ,128 ГБ,8 ГБ,Android 12,Nano-SIM,1 год,napdragon 680 (8 ядер),2400 МГц,8,108 Мп,16 Мп,2,Bluetooth; GPS; NFC; Wi-Fi,2G; 3G; 4G,"ГЛОНАСС; GPS; Beidou, Galileo",5000 mAh,Type - C,,,100
44,105013940,Китай,195 г,7.6 см,16.4 см,0.87 см,720х1612,6.6,IPS,512 ГБ,128 ГБ,4 ГБ,Android,Nano-SIM,1 год,MTK Helio G25,,,13 Мп,8 Мп,2,Bluetooth; Wi-Fi; GPS,2G; 3G; 4G,GPS,5000 мА*ч,Micro USB,,,100
45,136896232,Китай,,,,,2408x1080,"6.6""",TFT,,128 GB,4 GB,,Nano-SIM,1 год,MediaTek Dimensity 700,,8,,,2,Bluetooth 5.0; a/b/g/n/ac 2.4G+5GHz; Bluetooth (V5.0),2G / 3G / 4G LTE; 3G / 4G (LTE),GPS + ГЛОНАСС,5000 mAh,USB Type-C,,,30
46,114477944,Китай,202 г,7.7 см,17.2 см,0.87 см,,"6,82""",IPS,512 ГБ,64,3,Android 12,NanoSIM,1 год,Helio G25 (8 ядер); 2.0 ггц,,8,8 Мп,5 Мп,2 SIM,Bluetooth; Wi-Fi; GPS,"2,3,4 G",GPS,5000 mAh,Micro - USB,,,300
47,128845695,Китай,373 г,8.6 см,5 см,,1600 x 720,"6.53 """,,,32,2,Android,,1 год,MediaTek Helio G25,,8,,5 Мп,2,Bluetooth; Wi-Fi,"2G, 3G, 4G LTE, GSM",,5000 mAh,microUSB,,,100
48,124151093,Китай,190 г,,,,2790×1188,"6.9""/1.04""",OLED,,512,12,EMUI 12,,,Snapdragon 888 4G,,8,40 Мп,10.7 Мп,,GPS; BEIDOU; QZSS; AGPS; NFC,LTE,,4000 мА*ч,USB Type-C; USB 2.0; поддержка DP1.2,,,5
49,118047153,Китай,,7.15 см,14.6 см,,,,,,512 ГБ,,iOS,,1 год,,,,,,,,,,,Lightning,,,20
50,139335980,Китай,195 г,7.64 см,16.51 см,0.88 см,2408х1080,"6.6""",PLS,1024,128 гб,4 гб,Android,nano sim,1 год,Exynos 850,2 МГц,8,50 Мп,8 Мп,2,bluetooth; nfc; wi-fi,2g; 3g; 4g (LTE),beidou; galileo; глонасс,5000 мА*ч,USB Type-C; Mini Jack 3.5 мм,,,5
51,96474538,Китай,,,,,2460x1080,"6.78""",IPS,,128,6,Android,Nano-SIM,12 месяцев,MediaTek Helio G85,,8,48 Мп,,2,NFC,"4G, 3G, 2G, GSM",GPS,5000,USB Type-C,,,30
52,96599279,Вьетнам,184 г,7.3 см,15.8 см,0.84 см,2400х1080,"6.4""",Super AMOLED,1 ТБ,64 ГБ,4 ГБ,,Nano-SIM,1 год,MediaTek Helio G80,2000 МГц,8,,,2,Bluetooth 5.0; NFC; Wi-Fi,4G LTE,BeiDou; GPS; ГЛОНАСС,5000 mAh,3.5 mm jack; USB Type-C,,,200
53,94454060,Вьетнам,211 г,7.59 см,16.4 см,0.91 см,1600x720,"6.5""",PLS,1 ТБ,32 ГБ,2 ГБ,,Nano-SIM,1 год,Spreadtrum SC9863A,1600 МГц,8 ядер,,,2,Bluetooth 4.2; Wi-Fi,4G; LTE,ГЛОНАСС; GPS,5000 mAh,Micro USB; Jack 3.5 мм,,,300
54,134044399,Китай,202 г,7.67 см,7.67 см,0.84 см,2460*1080,6.78,IPS,512 ГБ,8 ГБ,128 ГБ,Android,nano SIM,1 год,MediaTek Helio G96,2000 МГц,2,50 Мп,8 Мп,6,Bluetooth; GPS; Wi-Fi,2 G; 3 G; 4 G,GPS,5000mAh,3.5 mm; type-c,,,5
55,110521531,Китай,181 г,7.55 см,16.19 см,0.89 см,2400 x 1080,"6.5""",IPS,,128 ГБ,4 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G88,2200 МГц,8,,8 Мп,2,NFC; Bluetooth 5.1; ИК-Порт; Wi-Fi 2.4 GHz /5 GHz,2G / 3G / 4G LTE,"GPS / A-GPS, ГЛОНАСС, Galileo, Beidou",5000 mAh,USB Type-C,,,500
56,96461259,Вьетнам,211 г,7.59 см,16.4 см,0.91 см,1600x720,"6.5""",TFT,1 ТБ,32 ГБ,2 ГБ,,Nano-SIM,1 год,Unisoc SC9863A,1600 МГц,8 ядер,,,2,Bluetooth 5.0; Wi-Fi,4G; LTE,Galileo; GPS; ГЛОНАСС,5000 mAh,Jack 3.5 мм; Micro USB,,,600
57,83998169,Китай,195 г,7.6 см,16.5 см,0.9 см,720 x 1600,"6,6""",IPS,512 ГБ,32,2,Andriod 11,Nano-SIM,2 года,MediaTek Helio A22,,4,8 Мп,5 Мп,2 SIM,Wi-Fi; GPS; Blueooth 5.0,4G (LTE); 3 G; 2 G,"A-GPS , GPS , ГЛОНАСС",5000 mAh,Micro USB,,,60
58,133863966,Китай,192 г,7.58 см,16.37 см,0.89 см,720x1600,6.52,IPS,512 ГБ,64 ГБ,4 ГБ,Android,nano,12 месяцев,Unisoc SC9863A,1600 МГц,8; 4 1.6 ГГц; 4 1.2 ГГц,,5 Мп,2 nano SIM,4G LTE; 3G; Bluetooth; Wi-Fi; 2G,,GPS; ГЛОНАСС,5000 mAh,Micro USB; jack 3.5,,,10
59,68902198,Китай,195 г,7.6 см,16.4 см,0.96 см,1600 x 720; 1600x720,"6.6""",IPS,128 ГБ,32 ГБ,2 ГБ,Android; Android 11 Go,Nano-SIM,1 год,UniSoC Spreadtrum SC9832E,1400 МГц,4,,,2 шт; 2 SIM,Bluetooth 4.2; WI-FI 2.4 GHz,2G / 3G / 4G LTE,GPS; GPS / ГЛОНАСС / Beidou,4000 мАч,Micro USB,,,90
60,81261232,Китай,209 г,7.8 см,17.1 см,0.89 см,1600 x 720,"6,82""",IPS,256 Gb,64,4,Android,Nano-SIM,2 года,Unisoc T610,2300 МГц,8,13 Мп,8 Мп,2,GPS; Bluetooth; Wi-Fi,2G / 3G / 4G LTE,"ГЛОНАСС, GPS, A-GPS, BeiDou, Galileo",6000 mAh,"Type - C; 3,5 мм",,,60
61,85451568,Вьетнам,195 г,7.58 см,15.7 см,0.76 см,2340x1080,"6.6""",Dynamic AMOLED 2X,,256 ГБ,8 ГБ,Android,Nano-SIM,1 год,Samsung Exynos 2200,2800 МГц,8 ядер,50 Мп,,2,BlueTooth 5.2; NFC; Wi-Fi,4G; 5G; LTE,Galileo; GPS; ГЛОНАСС,4500 mAh,USB Type-C,,,20
62,85586956,Китай,182 г,7.6 см,16.42 см,0.8 см,2408x1080,6.58,LCD,1 ТБ,128 ГБ,4 ГБ,Android,Nano-SIM,1 год,MTK Helio G80,1800 МГц,8,50 Мп,,2,Bluetooth; NFC; Wi-Fi,"2G, 3G, 4G LTE",GPS; ГЛОНАСС,5000 мАч,3.5 мм; Type-C USB 2.0,,,50
63,96461706,Вьетнам,184 г,7.3 см,15.8 см,0.84 см,2400х1080,"6.4""",Super AMOLED,1 ТБ,64 ГБ,4 ГБ,,Nano-SIM,1 год,MediaTek Helio G80,2000 МГц,8,,,2,Bluetooth 5.0; NFC; Wi-Fi,4G LTE,BeiDou; GPS; ГЛОНАСС,5000 mAh,3.5 mm jack; USB Type-C,,,40
64,105020949,Китай,195 г,7.6 см,16.4 см,0.78 см,1080 x 2400,"6,7 """,AMOLED,2000 ГБ,128,8,Android,NanoSIM,2 года,Helio G99,2.2 МГц,8,50 Мп,,2,WIFI: 802.11 a/b/g/n/ac; Bluethooth,"2,3,4 G","GALILEO, GPS, ГЛОНАСС",5000 m*Ah,Type - C,,,5
65,94206770,Китай,190 г,7.66 см,16.96 см,0.83 см,1920 x 1080,"6,71""",IPS,,128,4,,Nano-SIM,,Snapdragon 680,2200 МГц,8,,5 Мп,2,Bluetooch 5.0; Wi-Fi 802.11a/b/g/n/ac,2G / 3G / 4G LTE,GPS; ГЛОНАСС,5000 mAh,"3,5 мм; USB Type C",,,100
66,59641143,Китай,204 г,7.4 см,15.6 см,0.92 см,720 x 1560,"6,1",IPS,128 Gb,64,2,Andriod 11,Nano-SIM,1 год,1.3 ГГц,,4,13 Мп,8 Мп,2,Wi-Fi; Bluetooth; GPS,2G; 3G,GPS,3500 mAh,USB Type-C; 3.5 mm,,,100
67,114440792,Китай,191 г,7.5 см,16.4 см,0.84 см,720x1612,"6,6""",IPS,512 ГБ,128,8,Android 12,NanoSIM,2 года,Unisoc,,,50 Мп,8 Мп,2 SIM,GPS / NFC / WI-FI,"2,3,4 G",GPS,5000 mAh,Type - C,,,5
68,85585768,Китай,182 г,,16.4 см,,720x1600,"6,51",IPS-LCD,128,64 GB,4,android 11,Nano-SIM,,MediaTek Helio P35,,8,,,2,"Bluetooth, Wi-Fi",3G; 4G; LTE,"Galileo, ГЛОНАСС, GPS",5000 mAh,USB Type-C,,,100
69,137875995,Китай,192 г,,,,1080 x 2400,"6,7 """,AMOLED,2000 ГБ,256 ГБ,8 ГБ,Android.,Nano-SIM,1 год,MediaTek Helio G99,,8,,,2 nano SIM + microSD,Bluetooth Wi-Fi GPS,"2,3,4 G",GPS,5000 mAh,Type - C,,,5
70,115237028,Китай,192 г,7.6 см,16.4 см,0.78 см,1080 x 2400,"6,7 """,AMOLED,2 Тб,256,8,Android,NanoSIM,2 года,,,,108 Мп,,2 SIM,"Wi-Fi (802,11 b/g/n/ac); GPS / Beidou / Glonass; Bluethooth","2,3,4 G",GPS,5000 mAh,Type - C,,,10
71,55207944,Китай,,,,0.94 см,960x480,"5,5""",IPS,128 Gb,32,1,Андроид 11; Andriod 11,Dual Nano SIM Cards,1 год,SC7731E,1400 МГц,4; 4 ядра,5 Мп,2 Мп,2,блютуз; Bluetooth; WiFi; GPS,3G,,2500 mAh,,,,200
72,113115084,Китай,215 г,7.9 см,1.1 см,1 см,1600 x 720,"6,8",IPS,128 ГБ,32 ГБ,3,Android,nano SIM,1 год,UNISOC T310,,4,13 Мп,,2,Wi-Fi; Bluetooth,2G; 3G; 4G,ГЛОНАСС; GPS,4000 mAh,-,,,20
73,95465091,Китай,179 г,7.39 см,15.99 см,0.81 см,2400x1080,"6.43""",AMOLED,,256 ГБ,8 ГБ,Android,Nano-SIM,1 год,Helio G96,2.05 МГц,8,,16 Мп,2,Bluetooth; NFC; ИК-Порт,2G; 3G; 4G LTE,BeiDou; Galileo; ГЛОНАСС,5000 mAh,3.5 mm; Type - C,,,5
74,136436270,Китай,202 г,7 см,16.8 см,0.8 см,"6.78""",6.78,IPS,512 ГБ,128 ГБ,8 ГБ,Android 12,nano SIM,2 года,MediaTek G96,,8,50 Мп,8 Мп,2,Bluetooth; NFC; Wi-Fi,2G; 3G; LTE,GPS,5000 мА*ч,type-c,,,1
75,58255508,Китай,160 г,7.37 см,15.34 см,1.02 см,1440 x 720,"5,7""",IPS,128 ГБ,16 ГБ,3 ГБ,Andriod 11,Nano-SIM,1 год,Unisoc ums312 (T310),2000 МГц,4 ядра,5 Мп,,2 SIM,Bluetooth - V5.0; WI-FI 2.4 GHz,3G; LTE; 2G,GPS (спутник) + A-GPS + ГЛОНАСС,2700 мАч,Micro-USB,,,40
76,59642983,Китай,204 г,7.4 см,15.6 см,0.92 см,720 x 1560,"6,1",IPS,128 Gb,64,2,Andriod 11,Nano-SIM,1 год,1.3 ГГц,,4,13 Мп,8 Мп,2,GPS; Bluetooth; Wi-Fi,3G; 2G,GPS,3500 mAh,USB Type-C; 3.5 mm,,,60
77,120843167,Китай,182 г,7.56 см,16.4 см,0.85 см,1600 x 720,"6,5''",IPS,1 ТБ,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,T612; Unisoc,1820 МГц,8,,5 Мп,2,Bluetooth 5.0; WI-FI 2.4 GHz,2G / 3G / 4G LTE,"GPS, A-GPS, ГЛОНАСС, Beidou, GALILEO",5000 мАч,microUSB,,,80
