,id,country,weight,width,height,thickness,screen_resol,screen_size,screen_type,MaxSDMemory,PhoneMemory,RAM,OperSystem,SIMType,Warranty,CPUType,CPUFreq,CPUCores,MainCameraMP,FrontCameraMP,SIMNumber,Wireless,CommunicStand,SatelliteNavig,Battery,InterfaceType,MusicWorkingTime,VideoWorkingTime,sales_count
819,91093929,Китай,190 г,,17 см,,1650x720,"6,71""",IPS,1024 ГБ,64 ГБ,4 ГБ,android 11,,12 месяцев,Snapdragon 680,2400 МГц,8,50 Мп,,2,Wi-Fi; Bluetooth 5.0,2G; 3G; 4G,Galileo; GPS; ГЛОНАСС,,,,,1
820,57932503,Китай,,,,,1600x720,"6,5""",,512 ГБ,32,2,Android,nano,1 год,SC9863A,,8,,,2,Wi-Fi /Bluetooth,3G,,5000 мАч,,,,5
821,98887136,Китай,194 г,7.7 см,16.49 см,0.9 см,1600x720,6.53'',IPS,512 ГБ,64 ГБ,3 ГБ,Android,nano SIM,1 год,MediaTek Helio G35,2300 МГц,8,13 Мп,5 Мп,2,Bluetooth; GSM; NFC; WiFi,3G; 4G,BeiDou; Galileo; GPS,5000,Micro USB 2.0,,,1
822,74054648,Китай,196 г,,,,1600x720,,IPS,,32 GB,,Android 10,,1 год,Mediatek Helio G25 2 ГГц,,8,,,2,,3G; 4G; 2G,A-GPS; ГЛОНАСС; GPS,5000,,,,10
823,35849637,Китай,,,,,,,,512,32 ГБ,2 ГБ,,,1 год,,1.8 МГц,,13 Мп,5 Мп,,,,,5000,,,,5
824,50516929,Китай,178 г,7.47 см,16.47 см,0.8 см,1600x720,6.52'',IPS,512 ГБ,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,MediaTek Helio P22,1800 МГц,8,,,2,NFC; Bluetooth 5.0; WI-FI 2.4 GHz / 5 GHz,2G / 3G / 4G LTE,"GPS, A-GPS, GLONASS",4000 мАч,USB Type-C,,,20
825,96571447,Китай,320 г,8 см,17 см,1.59 см,1600x720; 1600х720,"6.52''; 6.52""",IPS,256; 256 ГБ,32 ГБ,3 ГБ,Andriod 11,Nano-SIM,1 год,"Halio A20; Helio A20 (4 ядра), 1.8 ГГц",1800 МГц,4,12 Мп,5 Мп,2; 2 SIM,Blueooth 5.0; GPS; Bluetooth; Wi - Fi; WiFi,"2G 3G 4G; 4G (LTE) , 3G","A-GPS, GALILEO, GPS, ГЛОНАСС; Galileo; GPS (спутник) + A-GPS + ГЛОНАСС",10000; 10000 mAh,USB Type-C,,,1
826,34103263,Китай,190 г,,,,,,,,32 ГБ,2 ГБ,Android,,,,2000 МГц,8,13 Мп,,,Bluetooth; WI-FI 802.11 ax,,GPS,,,,,0
827,16720936,Китай,285 г,,,,,5.5'',,,,,,,1год,MT6761,,,13 Мп,,2,Wi-Fi; Bluetooth 5.0,3G; 4G; LTE-A,,8000 мА*ч,USB Type-C,,,30
828,83221661,Китай,196 г,7.5 см,16.5 см,0.91 см,1600x720,6.53,IPS,512 ГБ,32 ГБ,2 ГБ,Android,nano SIM,1 год,MediaTek Helio G35,2300 МГц,8,13 Мп,5 Мп,2 SIM,"4G , 3G , Wi-Fi , Bluetooth , 5.0 GPS , ГЛОНАСС",,,5000 mAh,Micro,,,20
829,115750598,Китай,204 г,,17 см,0.9 см,1650 x 720,"6,71""",,1 ТБ,32 ГБ,3 ГБ,Andorid,Nano-SIM,1 год,JLQ JR510,2000 МГц,8,13 Мп,,2 SIM,Wi - Fi; Bluetooth,2G 3G 4G,ГЛОНАСС; GPS; Galileo,6000 мAч,USB Type C,,,10
830,19508683,Китай,194 г,7.7 см,16.49 см,0.9 см,1600x720,6.53'',IPS,512GB,32 ГБ,2 ГБ,Android,NanoSIM,1 год,MediaTek Helio G25,2000 МГц,8,,5 Мп,2,Wi-Fi; Bluetooth 5.0,2G / 3G / 4G LTE,GPS / ГЛОНАСС / Galileo/ Beidou / A-GPS,5000mAh,Micro USB,,,1500
831,91087267,Китай,193.2 г,8.95 см,16.5 см,0.9 см,720*1600,"6,6",IPS,256 Gb,32 GB,2 GB,Android 11 ( Go Edition ),Nano-SIM,13 мес,MediaTek Helio A20 MT6761D,1800 МГц,4,13 Мп,,2,Bluetooth 5.0; Wi Fi,2G; 3G; 4G (LTE),BeiDou; GPS; ГЛОНАСС,5000 mAh,Micro USB; mini jack 3.5 мм,,,1
832,139366445,Китай,325 г,,,,1440x720,"5,7""",,32 ГБ,32,4,,Nano-SIM,2 года,"SC9863A (8 ядер), 1.6 ГГц",1600 МГц,8,13 Мп,,2 шт,Wi-Fi,,"GPS, Beidou, ГЛОНАСС",8580,,,,0
833,15470438,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,80
834,100699430,Китай,260 г,8.29 см,15.35 см,1.57 см,1280 x 720,"5""",IPS,256 ГБ,64 ГБ,3 ГБ,Android,Nano-SIM,1 год,,2000 МГц,4,13 Мп,,2,"Wi-Fi 2,4 GHz / 5 GHz; Bluetooth 5.0",2G / 3G / 4G (LTE),"GPS, Galileo, BeiDou, ГЛОНАСС",4350 мАч,"Micro-USB; Mini-Jack 3,5 mm",,,0
835,95455359,Китай,194 г,7.7 см,16.49 см,0.9 см,1600x720,6.53'',"сенсорный, мультитач, IPS",,32 ГБ,2 ГБ,Android,nano SIM,1год,8-ядерный MediaTek Helio G25,2000 МГц,8,,5 Мп,2,Bluetooth 5.0; Wi-Fi 802.11 b/g/n,2G; 3G; 4G,A-GPS; GPS; ГЛОНАСС,5000 мА*ч,Micro USB 2.0,,,1
836,103746287,Китай,228 г,7.64 см,15.56 см,0.9 см,1600 x 720,6.6,емкостный; Multitouch,512 ГБ,32 ГБ,2 ГБ,Android 10 (Go edition),nano SIM,1 год,Spreadtrum SC9863; 28 нм. 8 x Cortex-A55 1.6 ГГц,1.6 МГц,8,8 Мп,5 Мп,2,"Bluetooth, NFC, Wi-Fi","2G, 3G, 4G LTE, GSM","A-GPS, GPS",5000 мА*ч,3.5,,,1
837,97716016,Китай,190 г,8 см,15 см,,960x480,,,128,32 ГБ,2,Android 11.x,Nano-SIM,30 дней при сохранности товара и упаковки.,"sc9832e (4 ядра), 1.4 ггц",,4,,,2,Bluetooth  4.2.,"2G, 3G, LTE","A-GPS, GPS, ГЛОНАСС",4000,,,,0
838,85634885,Китай,189 г,7 см,15.6 см,,1280x600,"6.1 """,IPS,256 ГБ,16 ГБ,2,Android 10,,1 год,,,4,8 Мп,,2,Bluetooth 4.2; Wi-Fi,3 G; 4G,"Beidou, GPS, ГЛОНАСС",,microUSB,,,30
839,48825183,Китай,190 г,7.38 см,15.6 см,0.98 см,1280x600,6.1'',IPS,256 ГБ,16 ГБ,2 ГБ,Android,Nano-SIM,1 год,MediaTek MT6580,1300 МГц,4,,,2,Bluetooth 4.2; WI-FI 2.4 GHz,2G / 3G / 4G LTE,"GPS, A-GPS, GLONASS",4350 мАч,Micro USB; mini-jack 3.5 mm,,,50
840,6502039,Китай,163 г,7.03 см,14.74 см,0.89 см,1440x720,5.5'',IPS,32 ГБ,16 ГБ,2 ГБ,,,1год,MediaTek MTK6737,1300 МГц,4,,5 Мп,2,Bluetooth 4.0; Wi-Fi 802.11 b/g/n,3G; 4G; Wi-Fi,A-GPS; GPS,2700 мА*ч,"microUSB; Jack 3,5 мм",,,30
841,119929494,Китай,155 г,,,,1560x720,,,128 ГБ,32Гб,1гб,Android,,12 месяцев,SC7731E,1.3 МГц,4,5 Мп,,2,Bluetooth; Wi-Fi; GPS,3G; 2G,ГЛОНАСС; GPS,3300мАч,Micro-USB,,,0
842,111588126,Китай,,8 см,5 см,,,,,,,,,,12 месяцев,,,4,2; 3 МП,,,,,,,,,,1
843,122293095,Китай,,6 см,13 см,,960х540,4.3,IPS,32 ГБ,4,1 ГБ,Андроид 4,Стандартная SIM,12 мес,Adreno 203,,4 ядря,8 Мп,,2 (обычная+micro SIM),"Wi-Fi 4 (802.11n), Bluetooth 4.2",3G 2G,,1600 мА*ч,microUSB,,,1
844,96474545,Китай,,,,,1612x720,6.6'',IPS,1024 ГБ,64,4,Android,Nano-SIM,12 месяцев,Uniscos T606,,8,13 Мп,,,NFC,2G; 3G; 4G (LTE),A-GPS; BeiDou; Galileo,5000,Micro USB,,,400
845,84888184,Вьетнам,189 г,7.48 см,15.9 см,0.81 см,2400x1080,"6.5""",Super AMOLED,1 ТБ,128 ГБ,6 ГБ,Android,Nano-SIM,1 год,Samsung Exynos 1280,2400 МГц,8 ядер,64 Мп,,2,NFC; Wi-Fi; Bluetooth 5.1,4G; 5G; LTE,ГЛОНАСС; GPS; Galileo,5000 mAh,USB Type-C,,,300
846,85451575,Вьетнам,189 г,7.48 см,15.9 см,0.81 см,2400x1080,"6.5""",Super AMOLED,1 ТБ,256 ГБ,8 ГБ,Android,Nano-SIM,1 год,Samsung Exynos 1280,2400 МГц,8 ядер,64 Мп,,2,Bluetooth 5.1; NFC; Wi-Fi,4G; 5G; LTE,Galileo; GPS; ГЛОНАСС,5000 mAh,USB Type-C,,,600
847,122837871,Китай,205 г,17 см,7.7 см,0.87 см,1640х720,"6.82""",IPS,512 ГБ,128 ГБ,8 ГБ,Android 12,nano SIM,12 месяцев,MediaTek Helio G99,2000 МГц,8,50 Мп,,2 шт,Wi-Fi; Bluetooth,4G (LTE),А-GPS; GPS; ГЛОНАСС,6000 мAч,USB Type C,,,300
848,103427742,Китай,198 г,7.67 см,16.3 см,0.78 см,1080 x 2400,"6.67""",AMOLED 120 Гц,2048 ГБ,256,8,Android 12,Nano-SIM,2 года,MediaTek Helio G96,,8,108 Мп,16 Мп,2 SIM,,,"A-GPS , GPS , ГЛОНАСС",4500,Type - C; 3.5 Jack,,,5
849,93986037,Китай,,,,,2460x1080,"6.78""",IPS,256 ГБ,128,6,Android,Nano-SIM,12 месяцев,MediaTek Helio G85,,8,48 Мп,,2,Bluetooth; Wi-Fi; NFC,4G; 3G; 2G,Есть,5000,USB Type-C,,,200
850,102770652,Китай,,,,,1600*720,6.6,емкостный,512 ГБ,32 ГБ,2 ГБ,Android 11 Go,nano SIM,1 год,MediaTek Helio A22,2 МГц,4,,5 Мп,2,"Bluetooth, NFC, Wi-Fi","2G, 3G, 4G LTE, GSM",A-GPS; GPS,5000 мА*ч,,,,30
851,103380077,Китай,190 г,,,,1560x720,6.55,IPS,1024 ГБ,32 ГБ,2 ГБ,Android,nano SIM,12 месяцев,MediaTek Helio A22,1800 МГц,4,8 Мп,,2 шт,Wi-Fi; Bluetooth,2G; 3G; 4G (LTE),A-GPS; BeiDou; Galileo,5000 мАч,Micro-USB,,,1100
852,103782110,Китай,202 г,7.8 см,17.2 см,,1640*720,"6,82",Spreadtrum MT6762,,64 ГБ,2 ГБ,Android 12 Go Edition,Nano-SIM,1 год,Spreadtrum MT6762; MediaTek; Helio G25,2 МГц,8,8 Мп,5 Мп,2,"Bluetooth, NFC, Wi-Fi",2G/3G/4G LTE,"ГЛОНАСС, GPS, A-GPS, BeiDou, Galileo",5000 мА*ч,"3,5",,,30
853,94207897,Китай,193 г,7.6 см,16.39 см,0.8 см,2400x1080,6.67'',AMOLED,512,128,8,android 11,Nano-SIM,,Qualcomm SM7150 Snapdragon 732G,,8,108 Мп,,2,Bluetooth 5.1; NFC; Wi-Fi 802.11 a/b/g/n/ac,2G; 3G; 4G,GPS/ AGPS / ГЛОНАСС / Beidou,5020 мА*ч,3.5 mm jack; type-c,,,100
854,95051589,Китай,190 г,7.66 см,16.96 см,0.83 см,1920 x 1080,"6,71""",IPS,,128 ГБ,4 ГБ,Android,Nano-SIM,,Snapdragon 680,2200 МГц,8,,5 Мп,2,Bluetooch 5.0; Wi-Fi 802.11a/b/g/n/ac,2G / 3G / 4G LTE,GPS; ГЛОНАСС,5000 mAh,"3,5 мм; USB Type C",,,5
855,114169603,Китай,,7.6 см,16.45 см,0.89 см,1600 x 720,6.56,IPS,256 Gb,64 GB,4 GB,Android,Nano-SIM,1 год ( 12 месяцев ),Tiger T606,1600 МГц,8,,8 Мп,2 SIM,Bluetooth; NFC; Wi-Fi,3G; 4G; 2G,ГЛОНАСС; GPS,5000 m*Ah,USB Type-C; 3.5,,,80
856,73725219,Китай,,,,,2400 х 1080,6.43,IPS,,128 GB,4 GB,Android,Nano-SIM,1 год (12 месяцев),Snapdragon 680,2200 МГц,8,50 Мп,13 Мп,2,Bluetooth; NFC; Wi-Fi; Сканер отпечатков пальцев; Распознавание лица,3G; 4G; 2G,ГЛОНАСС; GPS,5000,USB Type-C; 3.5,,,5
857,86211404,Китай,179 г,,,,2400x1080,6.43'',AMOLED,1024 ГБ,128,4 ГБ,Android,Nano-SIM,1 год,Snapdragon 680,,8,,,2,Bluetooth; NFC; Wi-Fi,2G; 3G; 4G (LTE),A-GPS; BeiDou; Galileo,5000 мАч,USB Type-C; 3.5 мм,,,80
858,127859369,Китай,217 г,7 см,16 см,1 см,2400x1080,6.67,AMOLED,1024 ГБ,128 Гб,8 ГБ,Android,nano SIM,12 мес,Snapdragon 870,3200 МГц,8,,,2,5G; Bluetooth; GPS; NFC; ГЛОНАСС,2G; 3G; 4G,A-GPS; BeiDou; Galileo,4650 мА*ч,USB Type-C,,,10
859,97205433,Китай,198.7 г,7.5 см,,0.8 см,2460x1080,6.78,IPS,256 ГБ,128 ГБ,6 ГБ,Android,Nano-SIM,12 месяцев,MediaTek Helio G85,,8,64 Мп,,2,"Bluetooth 5.0, Wi-Fi, NFC","2G, 3G, 4G LTE","ГЛОНАСС, GPS, A-GPS, BeiDou, Galileo",5000 мА*ч,"3,5 мм; USB Type-C",,,100
860,138866213,Китай,195 г,7.6 см,16.5 см,0.88 см,1612x720,"6.6""",TFT IPS,512 ГБ,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G25,2000 МГц,8,13 Мп,,2,Wi-Fi; Bluetooth; GPS,2G; 3G; 4G,ГЛОНАСС; GPS; A-GPS,5000 мА*ч,Micro USB; mini jack 3.5 мм,,,60
861,138863140,Китай,195 г,7.6 см,16.5 см,0.88 см,1612x720,"6.6""",TFT IPS,512 ГБ,128 ГБ,4 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G25,2000 МГц,8,13 Мп,,2,Wi-Fi; Bluetooth; GPS,2G; 3G; 4G,ГЛОНАСС; GPS; A-GPS,5000 мА*ч,Micro USB; mini jack 3.5 мм,,,20
862,138863142,Китай,195 г,7.6 см,16.5 см,0.88 см,1612x720,"6.6""",TFT IPS,512 ГБ,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G25,2000 МГц,8,13 Мп,,2,Wi-Fi; Bluetooth; GPS,2G; 3G; 4G,ГЛОНАСС; GPS; A-GPS,5000 мА*ч,Micro USB; mini jack 3.5 мм,,,40
863,94291852,Китай,182 г,,,,1600x720,6.5'',IPS,1 ТБ,32 ГБ,2 ГБ,Android,Nano-SIM,12 месяцев,Unisoc T612,1800 МГц,8,8 Мп,,2 шт,Wi-Fi; Bluetooth; GPS,3G; 4G,ГЛОНАСС; GPS; Galileo,5000 мА*ч,Micro USB; 3.5 мм,,,100
864,94310143,Китай,,,,,2408 x 1080,"6.6""; 6.6''",IPS,1024 ГБ,128 ГБ,4 ГБ,Android,Nano-SIM,12 месяцев,Unisoc T616,,8,,,2 шт,Wi-Fi; Bluetooth; GPS; NFC,2G; 3G; 4G (LTE),A-GPS; BeiDou; Galileo,5000 мА*ч,USB Type-C,,,40
865,92158458,,180 г,,,,2400x1080,6.55,OLED,,128; 128 ГБ,8; 8 ГБ,Android,Nano-SIM,1 год,Snapdragon 778G,2.4 МГц,8,,,2,"Bluetooth, GPS, Wi-Fi",,GPS,4300,USB Type-C,,,20
866,136105441,Китай,,,,,1080*2460,6.6” FHD+,Сенсорный,1024 ГБ,128 ГБ,4 ГБ,Android,nano SIM,12 месяцев,MTK Helio G85,,8,50 Мп,,2,"Bluetooth 5.0, WIFI 2.4/5 ГГц, NFC",2G; 3G; 4G (LTE),A-GPS; BeiDou; Galileo,5000 мАч,type-c,,,50
867,134528349,,197 г,,,,2400x1080,6.58,безрамочный,,128 ГБ,4 ГБ,Android,nano SIM,1 год,MediaTek Helio G85,1800 МГц,8,50 Мп,,2,Bluetooth; GPS; NFC; Wi-Fi,LTE/4G/3G/2G/,,5000 мА*ч,type-c,,,20
868,138863143,Китай,195 г,7.6 см,16.5 см,0.88 см,1612x720,"6.6""",TFT IPS,512 ГБ,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G25,2000 МГц,8,13 Мп,,2,Wi-Fi; Bluetooth; GPS,2G; 3G; 4G,ГЛОНАСС; GPS; A-GPS,5000 мА*ч,Micro USB; mini jack 3.5 мм,,,40
869,106129656,Китай,190 г,7.7 см,17 см,0.8 см,1650x720,"6.71""",IPS,1024 Гб,64 ГБ,3 ГБ,Android,nano SIM,1 год,Qualcomm Snapdragon 680,2400 МГц,8,50 Мп,,2,Wi-Fi; Bluetooth; NFC,GSM; 3G; 4G,A-GPS; BeiDou; GPS,5000 мА*ч,USB Type-C; Mini Jack 3.5,,,50
870,101275024,Китай,191 г,,,,2412x1080,6.6,IPS,,64 ГБ,4 ГБ,Android,Nano-SIM,12 месяцев,Android 12,1700 МГц,8,50 Мп,,2 шт,Wi-Fi; Bluetooth; NFC,3G; 4G (LTE); 5G,ГЛОНАСС; GPS; A-GPS,5000 мА*ч,USB Type-C,,,30
871,138863138,Китай,195 г,7.6 см,16.5 см,0.88 см,1612x720,"6.6""",TFT IPS,512 ГБ,128 ГБ,4 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G25,2000 МГц,8,13 Мп,,2,Wi-Fi; Bluetooth; GPS,2G; 3G; 4G,ГЛОНАСС; GPS; A-GPS,5000 мА*ч,Micro USB; mini jack 3.5 мм,,,20
872,93267044,Китай,181 г,7.5 см,16.2 см,0.9 см,2400x1080,,IPS,512,128,4,Android,Nano-SIM,12 месяцев,Helio G88,2000 МГц,8,50 Мп,,2,Bluetooth; GPS; NFC; Wi-Fi,2G; 3G; 4G,ГЛОНАСС; A-GPS; Galileo,5000,USB Type-C,,,10
873,101275025,Китай,191 г,,,,2412x1080,6.6,IPS,,64 ГБ,4 ГБ,Android,Nano-SIM,12 месяцев,Android 12,1700 МГц,8,50 Мп,,2 шт,Wi-Fi; Bluetooth; NFC,3G; 4G (LTE); 5G,ГЛОНАСС; GPS; A-GPS,5000 мА*ч,USB Type-C,,,30
874,138863141,Китай,195 г,7.6 см,16.5 см,0.88 см,1612x720,"6.6""",TFT IPS,512 ГБ,128 ГБ,4 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G25,2000 МГц,8,13 Мп,,2,Wi-Fi; Bluetooth; GPS,2G; 3G; 4G,ГЛОНАСС; GPS; A-GPS,5000 мА*ч,Micro USB; mini jack 3.5 мм,,,20
875,138863144,Китай,195 г,7.6 см,16.5 см,0.88 см,1612x720,"6.6""",TFT IPS,512 ГБ,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G25,2000 МГц,8,13 Мп,,2,Wi-Fi; Bluetooth; GPS,2G; 3G; 4G,ГЛОНАСС; GPS; A-GPS,5000 мА*ч,Micro USB; mini jack 3.5 мм,,,20
876,98474025,Китай,194 г,7.71 см,16.49 см,0.9 см,1600 x 720,6.53”,IPS,512 ГБ,32 ГБ,2 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G25,2000 МГц,8,,,2,Bluetooth 5.0; Wi-Fi,2G / 3G / 4G LTE,"GPS / A-GPS, ГЛОНАСС, Galileo, Beidou",5000 мАч,"3,5 мм; microUSB",,,1
877,105445830,Китай,178.8 г,,,,2400 × 1080,6.43,AMOLED,1 ТБ,128 ГБ,4 ГБ,Android 12,nano SIM,12 месяцев,MediaTek Helio G95,2050 МГц,8,64 Мп,,2 шт,Bluetooth; Wi-Fi; NFC,3G; 4G,GPS; ГЛОНАСС; Galileo,5000 мА*ч,USB Type-C,,,5
878,85101664,Китай,,,,,2400x1080,"6.43""",AMOLED,,128,6 ГБ,Android,Nano-SIM,12 месяцев,Helio G96,2000 МГц,8,64 Мп,,2,Bluetooth; NFC; Wi-Fi; ИК-Порт; GPS,3G; 2G; LTE,A-GPS; ГЛОНАСС; GPS,5000,USB Type-C,,,50
879,122029744,Китай,202 г,7.6 см,16.3 см,0.85 см,2400 х 1080,"6.67""",AMOLED,,256 ГБ,8 ГБ,Android,,1 год,MediaTek Dimensity 8100-Ultra,2.85 МГц,8,108 Мп,,2,Bluetooth; Wi-Fi; NFC,GSM; WCDMA; LTE,BeiDou; GPS; ГЛОНАСС,5000 мА*ч,USB Type-C,,,1
880,103351546,Китай,204 г,7.6 см,16.3 см,0.8 см,2400x1080,"6.67""",AMOLED,1024 ГБ,128 ГБ,6 ГБ,Android,nano SIM,1 год,Mediatek Dimensity 920,2500 МГц,8,108 Мп,,2,AGPS; A-GPS; Bluetooth; Wi-Fi,2G; 3G; 4G (LTE),A-GPS; BeiDou; Galileo,4500 мА*ч,USB Type-C; mini jack 3.5 мм,,,0
881,95294965,Китай,157 г,7.6 см,16 см,0.7 см,2400x1080,,,,128 GB,8 GB,Android,,1 год ( 12 месяцев ),Qualcomm Snapdragon 778G,,,64 Мп,20 Мп,,Bluetooth; NFC; Wi-Fi,,GPS; Глоннас,4250 mAh,USB Type C,,,1
882,97094265,Китай,178 г,0.73 см,16.2 см,0.79 см,2400x1080,"6,4",Super AMOLED,256 Gb,128 GB,6 GB,Android 12,Nano-SIM,Год,Snapdragon 680 (8 ядер),2400 МГц,8,108 Мп,,2 SIM,Bluetooth; GPS; NFC; Wi-Fi,2G / 3G / 4G LTE,"ГЛОНАСС, GPS, A-GPS, BeiDou, Galileo",5000 mAh,Type - C,,,1
883,120275622,Китай,500 г,11 см,22 см,,,,,,,,android 11,,12 месяцев,Unisoc Spreadtrum SC7731E,,4,,,,,,,2500 мАч,,,,5
884,131865869,Китай,195 г,7.6 см,16.3 см,0.77 см,2400 x 1080,6.67'',AMOLED 120 Гц,,256 ГБ,8 ГБ,MIUI 13 на базе Android 12,Nano-SIM,1 год,Snapdragon 870,,8,64 Мп,20 Мп,2,"BlueTooth 5,2; Wi-Fi 6, 2.4/5.0 ГГц",2G / 3G / 4G LTE / 5G,"GPS / A-GPS, ГЛОНАСС, Galileo, Beidou",4500 мАч,USB Type-C,,,10
885,76800792,Китай,201 г,,16.3 см,,,"6.7""",AMOLED,,256 ГБ,12 ГБ,Android,,1 год,,3000 МГц,8,48 Мп,32 Мп,2,Bluetooth; NFC; Wi-Fi,3G; 5G; LTE,,5000 мАч,USB Type-C,,,10
886,122897617,,,,,,,,PLS TFT LCD,1 ТБ,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,Samsung Exynos 850,,,,,2,"Bluetooth v5.0, NFC, Wi-Fi, Wi-Fi Direct, Smart Switch","2G GSM, 3G WCDMA, 4G LTE FDD, 4G LTE TDD",Galileo; GPS; ГЛОНАСС,5000 mAh,Jack 3.5 мм; USB Type-C,,,5
887,105979772,Китай,198 г,7.72 см,16.7 см,0.86 см,720x1600,"6,74""",TFT,,128 ГБ,4 ГБ,android 11,Nano-SIM,1 год,Qualcomm Snapdragon 680,2400 МГц,8,48 Мп,8 Мп,2,Bluetooth; NFC; Wi-Fi,,ГЛОНАСС; GPS; BeiDou,5000 мАч,Type - C,,,5
888,123876170,Китай,205 г,7.6 см,16.3 см,0.9 см,2640х1200,6.67,AMOLED,,256 ГБ,12 ГБ,Android,Nano-SIM,Гарантия производителя 1 год.,,3.2 МГц,8,200 Мп,,2,Bluetooth; Wi-Fi; ИК-Порт,5G,GPS; ГЛОНАСС,5000,3.5 мм,,,5
889,116786660,Китай,218 г,7.62 см,16.38 см,1 см,2400x1080,"6,67""",AMOLED,,128 ГБ,8 ГБ,Android,NanoSIM,Гарантия 1 год,Qualcomm Snapdragon 870,3200 МГц,8,64 Мп,,2,,"5G, LTE, 2G, 3G","ГЛОНАСС, GPS, BDS, AGPS, BeiDou",4650 mAh,,,,10
890,129474075,Китай,179 г,,,,2400x1080,"6.43""",AMOLED,,128,6,Android,nano SIM,12 месяцев,MediaTek Helio G96,2000 МГц,8,,16 Мп,2,"BlueTooth 5,2; GPS; NFC; Wi-F; ИК-Порт",2G; 3G; 4G (LTE),GPS; ГЛОНАСС; Galileo,5000 mAh,USB Type-C; 3.5 мм,,,1
891,62887539,Китай,193.2 г,8.95 см,16.5 см,,,"6,6",IPS,256 Gb,64 GB,4 GB,Android 11 Go,Nano-SIM,12 мес,,,,,,,Bluetooth 5.0,,,5000 mAh,,,,300
892,90434241,Китай,193.2 г,8.95 см,16.5 см,,,"6,6",IPS,256 Gb,64 GB,4 GB,Android 11 ( Go Edition ),Nano-SIM,13 мес,,,,,,,Bluetooth 5.0; Wi Fi,,,5000 mAh,Micro USB; mini jack 3.5 мм,,,300
893,102574426,Китай,180 г,,16 см,0.81 см,2400 x 1080,"6,43",IPS,,128 ГБ,4 ГБ,Android,nano SIM,12 месяцев,Qualcomm Snapdragon 680,2200 МГц,8,,13 Мп,2,Bluetooth 5.1; NFC; WI-FI 2.4 GHz / 5 GHz; ИК-Порт,2G / 3G / 4G LTE,"GPS / A-GPS, ГЛОНАСС, Galileo, Beidou",5000 мА*ч,type-c,,,10
894,123876742,Китай,190 г,7.66 см,16.96 см,0.83 см,1650 x 720,6.71,IPS,,128,4,Android,nano SIM,12 месяцев,Snapdragon 680,2400 МГц,8,50 Мп,5 Мп,2,Wi-Fi 802.11a/b/g/n/ac; Bluetooch 5.0,2G / 3G / 4G LTE,GPS / ГЛОНАСС / Galileo/ Beidou / A-GPS,5000 mAh,type-c,,,1
895,70286843,Китай,196 г,7.7 см,16.4 см,0.9 см,1600х720,"6.53""",IPS,512 ГБ,32 ГБ,2 ГБ,Android 10.0,Nano-SIM,12 месяцев,MediaTek Helio G25,2000 МГц,8,13 Мп,5 Мп,2 SIM,Wi-Fi; Bluetooth 5.0,3G / 4G LTE,A-GPS; GPS; Глоннас,5000 мAh,microUSB; 3.5 мм,,,40
896,134583181,Китай,196 г,7.7 см,16.4 см,0.9 см,1600х720,"6.53""",IPS,512 ГБ,32 ГБ,2 ГБ,Android 10.0,Nano-SIM,12 месяцев,MediaTek Helio G25,2000 МГц,8,13 Мп,5 Мп,2 SIM,Wi-Fi; Bluetooth 5.0,3G / 4G LTE,A-GPS; GPS; Глоннас,5000 мAh,microUSB; 3.5 мм,,,1
897,69118598,Китай,196 г,7.7 см,16.4 см,,720x1600,"6.53""",IPS,,32 ГБ,2 ГБ,Android,Nano-SIM,12 месяцев,MediaTek Helio G25,,8,13 Мп,5 Мп,2 SIM,Wi-Fi; Bluetooth 5.0,4G/3G/2G,ГЛОНАСС; GPS; AGPS,5000 mAh,microUSB; 3.5 мм,,,100
898,101635562,Китай,195 г,7.4 см,163.7 см,0.8 см,2388х1080,"6.7""",LCD,,128 ГБ,4 ГБ,Android,Nano-SIM,1 год,Qualcomm Snapdragon 680,2400 МГц,8,50 Мп,8 Мп,2,"Wi-Fi, Bluetooth","3G, 4G(LTE)","A-GPS, GPS, Глоннас, BeiDou, Galileo, QZSS",5000 мАч,"USB Type-C, USB 2.0, 3,5 мм",,,1
899,123996655,Китай,190 г,7.66 см,16.96 см,0.83 см,1650 x 720,6.71,IPS,,64,3,Android,nano SIM,12 месяцев,Snapdragon 680,2400 МГц,8,,5 Мп,2,Wi-Fi 802.11a/b/g/n/ac; Bluetooch 5.0,2G / 3G / 4G LTE,GPS / ГЛОНАСС / Galileo/ Beidou / A-GPS,5000 mAh,type-c,,,1
