,Наименование,Скидка,Цена,Цена со скидкой,Бренд,feedbacks,rating,Ссылка,high_rating,memory_size,op_memory,bought,screen_size
1101,NokiaC01Plus 5.45 1440х720 ,13,7990,6951,Nokia,175,4,https://www.wildberries.ru/catalog/37407701/detail.aspx?targetUrl=BP,1,16Gb,,,5.45
1102,iPhone 13 Pro Max  (СНГ),6,109990,103390,Apple,8,5,https://www.wildberries.ru/catalog/111244811/detail.aspx?targetUrl=BP,1,256Gb,,,
1105,Wildfire E2 Plus,10,10990,9891,HTC,3,4,https://www.wildberries.ru/catalog/53202263/detail.aspx?targetUrl=BP,1,64Gb,4Gb,10,6.82
1107,"Vision 3 3  720х1600 6.6"" IPS 5000 мАч",5,7358,6990,ITEL,1,5,https://www.wildberries.ru/catalog/110288704/detail.aspx?targetUrl=BP,1,64Gb,,,
1108,Комплект Redmi 10C  64Gb наушники Redmi Buds 3 Lite,13,15990,13911,Xiaomi,3,3,https://www.wildberries.ru/catalog/131094409/detail.aspx?targetUrl=BP,0,64Gb,3Gb,,
1109,Armor X6 Black,37,7990,5033,Ulefone,32,5,https://www.wildberries.ru/catalog/98601899/detail.aspx?targetUrl=BP,1,16Gb,2Gb,200,5
1110,"6353L Joy IPS 6,26""",32,7926,5389,BQ,14,4,https://www.wildberries.ru/catalog/65974226/detail.aspx?targetUrl=BP,1,32Gb,2Gb,20,6.26
1119,Redmi Note 10 Pro,0,24000,24000,Xiaomi,46,5,https://www.wildberries.ru/catalog/95526944/detail.aspx?targetUrl=BP,1,128Gb,8Gb,30,6.67
1120,T1 6  таинственная галактика,0,22378,22378,VIVO,1,5,https://www.wildberries.ru/catalog/137252805/detail.aspx?targetUrl=BP,1,128Gb,,,
1121,Air1 6 64 Rock Black,28,18042,12990,IIIF150,1,2,https://www.wildberries.ru/catalog/135519428/detail.aspx?targetUrl=BP,0,64Gb,,,
1124,Redmi Note 11  6,11,19990,17791,Xiaomi,1,4,https://www.wildberries.ru/catalog/90450412/detail.aspx?targetUrl=BP,1,64Gb,4Gb,5,6.43
1126,Blade A31 Plus 2 ,0,5990,5990,ZTE,3,5,https://www.wildberries.ru/catalog/134110156/detail.aspx?targetUrl=BP,1,32Gb,,,
1128,Huawei 8X 6 ,10,15322,13789,Honor,5,3,https://www.wildberries.ru/catalog/90281917/detail.aspx?targetUrl=BP,0,128Gb,,,
1130,Vision 3 3 ,30,9990,6993,ITEL,2,5,https://www.wildberries.ru/catalog/95154769/detail.aspx?targetUrl=BP,1,64Gb,,,
1132,Galaxy S22 Ultra 5G ,32,109990,74793,Samsung,5,4,https://www.wildberries.ru/catalog/85451573/detail.aspx?targetUrl=BP,1,128Gb,,,
1134,Galaxy S21 FE 5G ,25,52990,39742,Samsung,1,5,https://www.wildberries.ru/catalog/104433392/detail.aspx?targetUrl=BP,1,128Gb,,,
1136,"6042L Magic E IPS 6,09""",38,10284,6376,BQ,51,4,https://www.wildberries.ru/catalog/10958354/detail.aspx?targetUrl=BP,1,32Gb,2Gb,100,6.09
1138,"6353L Joy IPS 6,26""",34,8167,5390,BQ,14,4,https://www.wildberries.ru/catalog/65974225/detail.aspx?targetUrl=BP,1,32Gb,2Gb,10,6.26
1139,A25 Черный,22,4490,3502,ITEL,2,3,https://www.wildberries.ru/catalog/96585248/detail.aspx?targetUrl=BP,0,16Gb,1Gb,40,5
1140,"Телефон 4,9"", 4-яд. процессор",69,9980,3093,Poco Case,6,3,https://www.wildberries.ru/catalog/132192320/detail.aspx?targetUrl=BP,0,0Gb,0Gb,10,4.9
1146,Смартфон,0,9990,9990,Infinix,4,5,https://www.wildberries.ru/catalog/103746286/detail.aspx?targetUrl=BP,1,32Gb,2Gb,10,6.6
1148,"5565L Fest IPS 5,45""",29,5197,3689,BQ,50,4,https://www.wildberries.ru/catalog/47555809/detail.aspx?targetUrl=BP,1,16Gb,2Gb,100,5.45
1152,Galaxy A73 5G ,30,49990,34993,Samsung,3,2,https://www.wildberries.ru/catalog/105867635/detail.aspx?targetUrl=BP,0,256Gb,,,
1153,Redmi 9C 4  5000mAh,0,18990,18990,Xiaomi,13,5,https://www.wildberries.ru/catalog/115675519/detail.aspx?targetUrl=BP,1,128Gb,,,
1157,Galaxy Z Flip4 5G ,20,74990,59992,Samsung,1,1,https://www.wildberries.ru/catalog/104519151/detail.aspx?targetUrl=BP,0,128Gb,,,
1158,"Galaxy S22 5G 6.1""",26,72990,54012,Samsung,1,1,https://www.wildberries.ru/catalog/109266398/detail.aspx?targetUrl=BP,0,128Gb,,,6.1
1159,Galaxy A73 5G ,32,46990,31953,Samsung,1,5,https://www.wildberries.ru/catalog/133643807/detail.aspx?targetUrl=BP,1,128Gb,,,
1160,Смартфон,33,18990,12723,Oukitel,27,4,https://www.wildberries.ru/catalog/39046351/detail.aspx?targetUrl=BP,1,64Gb,4Gb,80,5
1161,Galaxy Z Fold4 5G ,36,139990,89593,Samsung,1,5,https://www.wildberries.ru/catalog/133645539/detail.aspx?targetUrl=BP,1,256Gb,,,
1162,iPhone XS ,5,33500,31825,Apple,1,5,https://www.wildberries.ru/catalog/93210431/detail.aspx?targetUrl=BP,1,256Gb,,,
1163,X8  128Gb,44,40337,22588,Honor,49,5,https://www.wildberries.ru/catalog/117548874/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
1164,"Hot 11S X6812B  4Gb фиолетовый 3G 4G 2Sim 6.78""…",48,36077,18760,Infinix,2,5,https://www.wildberries.ru/catalog/111967189/detail.aspx?targetUrl=BP,1,64Gb,,,
1165,C40  32Gb Yellow,25,11990,8992,POCO,8,5,https://www.wildberries.ru/catalog/115424055/detail.aspx?targetUrl=BP,1,32Gb,3Gb,,
1167,Ссмартфон Cool10A  64Gb,0,6965,6965,Coolpad,2,1,https://www.wildberries.ru/catalog/111254087/detail.aspx?targetUrl=BP,0,64Gb,2Gb,,
1171,Redmi Note 11S  128Gb,0,20990,20990,Xiaomi,6,5,https://www.wildberries.ru/catalog/97658408/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
1172,Spark 9Pro 6.6 1080*2460 4 ,11,14910,13269,TECNO,1,1,https://www.wildberries.ru/catalog/122942344/detail.aspx?targetUrl=BP,0,128Gb,,,
1175,P50 Pocket  Snapdragon 888 4G 40 МП,41,109999,64899,Huawei,1,4,https://www.wildberries.ru/catalog/124153201/detail.aspx?targetUrl=BP,1,256Gb,,,
1180,Смартфоны Smart 6 X6511  2Gb,0,5699,5699,Infinix,1,5,https://www.wildberries.ru/catalog/111581516/detail.aspx?targetUrl=BP,1,32Gb,2Gb,,
1182,phone 13 �������� iPhone 13 128GB ,25,105000,78750,Apple,12,5,https://www.wildberries.ru/catalog/101905747/detail.aspx?targetUrl=BP,1,128Gb,4Gb,10,6.1
1184,Redmi 10C  128Gb,6,14500,13630,Xiaomi,1,1,https://www.wildberries.ru/catalog/120309643/detail.aspx?targetUrl=BP,0,128Gb,4Gb,,
1185,Galaxy A03 Core  3 черный,95,217000,10850,Samsung,2,5,https://www.wildberries.ru/catalog/91076795/detail.aspx?targetUrl=BP,1,32Gb,2Gb,10,6.5
1189,X98 Pro 4200 мА*ч 6.52,16,8590,7215,DOOGEE,2,5,https://www.wildberries.ru/catalog/136120533/detail.aspx?targetUrl=BP,1,64Gb,4Gb,5,6.52
1194,"C21Y голубой 6,5"" 3 ",5,9464,8990,Realme,8,4,https://www.wildberries.ru/catalog/48381436/detail.aspx?targetUrl=BP,1,32Gb,,,
1196,"5060L Basic 5""",39,5393,3289,BQ,18,4,https://www.wildberries.ru/catalog/48971516/detail.aspx?targetUrl=BP,1,8Gb,1Gb,20,5
1197,iPhone 13  (США),22,93990,73312,Apple,1,4,https://www.wildberries.ru/catalog/103558198/detail.aspx?targetUrl=BP,1,256Gb,,,
1200,Galaxy A02  черный (SM-A022GZKBSER),0,9490,9490,Samsung,1,1,https://www.wildberries.ru/catalog/115727584/detail.aspx?targetUrl=BP,0,32Gb,,,
1201,C25,24,12990,9872,Oukitel,3,5,https://www.wildberries.ru/catalog/59311241/detail.aspx?targetUrl=BP,1,32Gb,4D,10,6.52
1202,Galaxy A03 ,28,10490,7552,Samsung,3,5,https://www.wildberries.ru/catalog/115824534/detail.aspx?targetUrl=BP,1,32Gb,,,
1203,"Vision 3, 3 ",0,6490,6490,ITEL,1,1,https://www.wildberries.ru/catalog/97611244/detail.aspx?targetUrl=BP,0,64Gb,,,
1204,"Телефон 4,9"", 4-яд. процессор",69,9990,3096,Poco Case,7,2,https://www.wildberries.ru/catalog/132211682/detail.aspx?targetUrl=BP,0,0Gb,0Gb,5,4.9
1208,Galaxy Z Flip4 5G ,20,81990,65592,Samsung,1,5,https://www.wildberries.ru/catalog/108966760/detail.aspx?targetUrl=BP,1,256Gb,,,
1209,IPhone 13 ,31,93100,64239,Apple,23,5,https://www.wildberries.ru/catalog/102716036/detail.aspx?targetUrl=BP,1,128Gb,,,
1213,Galaxy A03 3 ,0,9990,9990,Samsung,1,5,https://www.wildberries.ru/catalog/122803803/detail.aspx?targetUrl=BP,1,32Gb,,,
1214,HOT 20i 4 ,30,12843,8990,Infinix,2,5,https://www.wildberries.ru/catalog/105015285/detail.aspx?targetUrl=BP,1,128Gb,,,
1215,"6353L Joy IPS 6,26""",30,7700,5390,BQ,14,4,https://www.wildberries.ru/catalog/65974224/detail.aspx?targetUrl=BP,1,32Gb,2Gb,20,6.26
1216,6030G Practic IPS,40,6817,4090,BQ,26,4,https://www.wildberries.ru/catalog/18088256/detail.aspx?targetUrl=BP,1,32Gb,1Gb,100,6
1218,"Galaxy S22  5G 6.6"" ",19,79990,64791,Samsung,1,5,https://www.wildberries.ru/catalog/109288872/detail.aspx?targetUrl=BP,1,128Gb,,,
1219,"""Как новый"" Iphone 7 128 gb",0,19990,19990,Apple,8,4,https://www.wildberries.ru/catalog/104456874/detail.aspx?targetUrl=BP,1,128Gb,,,
1220,"F3(Helio P70 8 128 NFC 6.7"")",17,19500,16185,UMIDIGI,2,5,https://www.wildberries.ru/catalog/117958447/detail.aspx?targetUrl=BP,1,128Gb,,,6.7
1221,C40  32Gb Black,10,12036,10832,POCO,3,5,https://www.wildberries.ru/catalog/115750602/detail.aspx?targetUrl=BP,1,32Gb,3Gb,,
1222,Galaxy S22 8 256,30,85900,60130,Samsung,2,5,https://www.wildberries.ru/catalog/106229244/detail.aspx?targetUrl=BP,1,256Gb,8Gb,,
1225,"V23e 6.44""  12",29,29990,21292,VIVO,3,4,https://www.wildberries.ru/catalog/99530596/detail.aspx?targetUrl=BP,1,128Gb,8Gb,,6.44
1226,Redmi 10C 4 ,40,28996,17397,Xiaomi,5,5,https://www.wildberries.ru/catalog/118082460/detail.aspx?targetUrl=BP,1,128Gb,,,
1227,iPhone 7  Айфон 7,0,15990,15990,Apple,29,3,https://www.wildberries.ru/catalog/96657554/detail.aspx?targetUrl=BP,0,128Gb,,,
1228,Смартфон,33,19990,13393,Oukitel,11,4,https://www.wildberries.ru/catalog/46278093/detail.aspx?targetUrl=BP,1,32Gb,3Gb,100,6.52
1235,Armor 11 5G Black,22,33990,26512,Ulefone,1,5,https://www.wildberries.ru/catalog/98601882/detail.aspx?targetUrl=BP,1,256Gb,8Gb,10,6.09
1236,Apple iPhone X  как новый,0,31500,31500,Apple,4,4,https://www.wildberries.ru/catalog/111973705/detail.aspx?targetUrl=BP,1,256Gb,,,
1239,C30 4 ,0,9990,9990,Realme,30,5,https://www.wildberries.ru/catalog/97006227/detail.aspx?targetUrl=BP,1,64Gb,,,
1240,Galaxy A03 ,28,10490,7552,Samsung,3,2,https://www.wildberries.ru/catalog/115824532/detail.aspx?targetUrl=BP,0,32Gb,,,
1242,"5046L Choice 5""",38,5468,3390,BQ,6,4,https://www.wildberries.ru/catalog/15943621/detail.aspx?targetUrl=BP,1,16Gb,2Gb,50,5
1245,"50 Lite  6.67"" 2376x1080 TFT LCD SDM662 6Gb 12…",0,32390,32390,Honor,21,5,https://www.wildberries.ru/catalog/81914200/detail.aspx?targetUrl=BP,1,128Gb,,,
1247,"9 5G 4  6.4"" 120Гц",0,18990,18990,Realme,5,5,https://www.wildberries.ru/catalog/100096592/detail.aspx?targetUrl=BP,1,64Gb,,,
1248,"9 5G 4  6.4"" 120Гц",0,17990,17990,Realme,5,5,https://www.wildberries.ru/catalog/100096610/detail.aspx?targetUrl=BP,1,64Gb,,,
1252,H2022,47,14132,7489,IIIF150,3,2,https://www.wildberries.ru/catalog/135497913/detail.aspx?targetUrl=BP,0,32Gb,4Gb,5,5.5
1254,Galaxy S22  5G ,19,89990,72891,Samsung,1,5,https://www.wildberries.ru/catalog/117773721/detail.aspx?targetUrl=BP,1,256Gb,,,
1256,M4 Pro 5G  6,0,20990,20990,POCO,543,5,https://www.wildberries.ru/catalog/53399132/detail.aspx?targetUrl=BP,1,64Gb,4Gb,4400,6.6
1257,Nova Y90 ,0,16490,16490,Huawei,1,3,https://www.wildberries.ru/catalog/119802328/detail.aspx?targetUrl=BP,0,128Gb,,,
1258,"Redmi 9C NFC Twilight Blue 6,53"" 2  13Мп 5000…",3,9990,9690,Xiaomi,22,5,https://www.wildberries.ru/catalog/19664097/detail.aspx?targetUrl=BP,1,32Gb,,,
1259,"X93 синий 1280x600 6.1"" 2  8 2 2 Мп 5 Мп 4350…",6,6690,6288,DOOGEE,14,4,https://www.wildberries.ru/catalog/48825189/detail.aspx?targetUrl=BP,1,16Gb,,,6.1
1261,Galaxy A13  черный,0,24110,24110,Samsung,1,3,https://www.wildberries.ru/catalog/99547892/detail.aspx?targetUrl=BP,0,128Gb,,,
1264,Armor 12 5G Gray,21,23490,18557,Ulefone,2,5,https://www.wildberries.ru/catalog/98601868/detail.aspx?targetUrl=BP,1,128Gb,8Gb,10,6.52
1271,Redmi Note 11S  64Gb серый,20,25990,20792,Xiaomi,1,5,https://www.wildberries.ru/catalog/90471503/detail.aspx?targetUrl=BP,1,64Gb,6Gb,,
1273,Galaxy Z Fold4 5G ,38,159990,99193,Samsung,3,5,https://www.wildberries.ru/catalog/119437604/detail.aspx?targetUrl=BP,1,512Gb,,,
1275,Redmi 10C  128Gb Gray,0,25000,25000,Xiaomi,1,5,https://www.wildberries.ru/catalog/97656040/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
1276,Galaxy A13  голубой,0,18840,18840,Samsung,7,3,https://www.wildberries.ru/catalog/95012226/detail.aspx?targetUrl=BP,0,32Gb,,,
1278,"F3S(Unisoc T610 6 128 NFC 6.7"")",14,17500,15050,UMIDIGI,2,5,https://www.wildberries.ru/catalog/117963424/detail.aspx?targetUrl=BP,1,128Gb,,,6.7
1281,Xiaomi C40  32Gb,0,10400,10400,POCO,1,1,https://www.wildberries.ru/catalog/133792091/detail.aspx?targetUrl=BP,0,32Gb,3Gb,,
1283,"5060L Basic 5""",44,5875,3290,BQ,18,4,https://www.wildberries.ru/catalog/48971512/detail.aspx?targetUrl=BP,1,8Gb,1Gb,20,5
1284,Galaxy S22 Ultra ,0,110000,110000,Samsung,4,5,https://www.wildberries.ru/catalog/98107701/detail.aspx?targetUrl=BP,1,512Gb,,,
1286,iPhone 13  (СНГ),19,109990,89091,Apple,1,1,https://www.wildberries.ru/catalog/118989762/detail.aspx?targetUrl=BP,0,512Gb,,,
1291,nova 8i Blue,26,26999,19979,Huawei,2,3,https://www.wildberries.ru/catalog/118260910/detail.aspx?targetUrl=BP,0,128Gb,6Gb,30,6.67
1292,Samsung Galaxy A13  128Gb черный,10,19990,17991,Samsung,3,5,https://www.wildberries.ru/catalog/95584461/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
1293,"Redmi 9C NFC 3  Aurora Green (M2006C3MNG) 6.53""…",3,14990,14540,Xiaomi,40,5,https://www.wildberries.ru/catalog/110023974/detail.aspx?targetUrl=BP,1,64Gb,,,
1295,"Y21 6.51""  RAM 6",26,13999,10359,VIVO,1,5,https://www.wildberries.ru/catalog/99530935/detail.aspx?targetUrl=BP,1,64Gb,4Gb,5,6.51
1296,"S35T 4350 мАч 5""",0,8890,8890,DOOGEE,3,3,https://www.wildberries.ru/catalog/100706904/detail.aspx?targetUrl=BP,0,64Gb,3Gb,5,5
1298,Redmi 9A  3,45,14990,8244,Xiaomi,2,2,https://www.wildberries.ru/catalog/127745836/detail.aspx?targetUrl=BP,0,32Gb,2Gb,5,6.53
1299,"C01 Plus, смартфон смартфон нокия, нокия недорогая…",0,6990,6990,Nokia,6,4,https://www.wildberries.ru/catalog/34550312/detail.aspx?targetUrl=BP,1,16Gb,1Gb,50,5.45
1300,"5016G Choice IPS 5""",30,7713,5399,BQ,24,3,https://www.wildberries.ru/catalog/15943614/detail.aspx?targetUrl=BP,0,16Gb,2Gb,70,5
1301,HUAWEI IDEOS X5,0,3090,3090,Huawei,2,3,https://www.wildberries.ru/catalog/122270509/detail.aspx?targetUrl=BP,0,0Gb,0Gb,5,3.8
1311,iPhone XS Max ,0,149830,149830,Apple,3,5,https://www.wildberries.ru/catalog/6358729/detail.aspx?targetUrl=BP,1,512Gb,,,
1312,IPhone 14 Plus ,0,147170,147170,Apple,1,5,https://www.wildberries.ru/catalog/137506182/detail.aspx?targetUrl=BP,1,512Gb,,,
1320,Смартфон,19,170000,137700,Samsung,2,1,https://www.wildberries.ru/catalog/100796189/detail.aspx?targetUrl=BP,0,128Gb,8Gb,0,6.8
1339,Galaxy Z Fold4 5G ,38,159990,99193,Samsung,4,5,https://www.wildberries.ru/catalog/119437592/detail.aspx?targetUrl=BP,1,512Gb,,,
1384,"Galaxy S22 5G 6.1""  12",0,90000,90000,Samsung,1,5,https://www.wildberries.ru/catalog/99849725/detail.aspx?targetUrl=BP,1,128Gb,8Gb,,6.1
1414,Galaxy Z Flip4 5G ,20,81990,65592,Samsung,1,1,https://www.wildberries.ru/catalog/99530815/detail.aspx?targetUrl=BP,0,256Gb,,,
1418,12  256Gb,44,114990,64394,Xiaomi,4,5,https://www.wildberries.ru/catalog/76760297/detail.aspx?targetUrl=BP,1,12Gb,,,
1429,Galaxy Z Flip4 5G ,20,74990,59992,Samsung,6,5,https://www.wildberries.ru/catalog/119437594/detail.aspx?targetUrl=BP,1,128Gb,,,
1432,iPhone 12 ,10,77210,69489,Apple,18,5,https://www.wildberries.ru/catalog/84505937/detail.aspx?targetUrl=BP,1,128Gb,,,
1435,Iphone 11  Black,35,89990,58493,Apple,1,1,https://www.wildberries.ru/catalog/91990248/detail.aspx?targetUrl=BP,0,64Gb,,,
1444,"Galaxy S22 5G 6.1"" 2400x1080 dAMOLED Exynos 2200 8G…",26,72990,54012,Samsung,5,5,https://www.wildberries.ru/catalog/112412903/detail.aspx?targetUrl=BP,1,128Gb,8Gb,10,6.1
1449,"САТ S62PRO 5.7'' 2160x1080 FHD  6  12 0,02МП N…",0,59990,59990,Caterpillar,1,1,https://www.wildberries.ru/catalog/44883862/detail.aspx?targetUrl=BP,0,128Gb,,,
1456,"11T Pro 6,67"" 8  108 8 5 Мп 16 Мп",17,54654,45362,Xiaomi,2,5,https://www.wildberries.ru/catalog/47366075/detail.aspx?targetUrl=BP,1,128Gb,,,
1457,Galaxy A52  256Gb,24,69790,53040,Samsung,1,5,https://www.wildberries.ru/catalog/113163092/detail.aspx?targetUrl=BP,1,256Gb,8Gb,,
1466,iPhone 11 ,10,55000,49500,Apple,1,5,https://www.wildberries.ru/catalog/103557407/detail.aspx?targetUrl=BP,1,128Gb,,,
1468,Смартфон,11,55195,49123,OnePlus,1,1,https://www.wildberries.ru/catalog/33474701/detail.aspx?targetUrl=BP,0,256Gb,12Gb,0,6.7
1470,Смартфон,11,52269,46519,One Plus,1,5,https://www.wildberries.ru/catalog/44886765/detail.aspx?targetUrl=BP,1,256Gb,12Gb,5,6.55
1475,"11 Lite 5G NE синий 2400x1080 6.55"" 8  64 8 5…",20,45656,36524,Xiaomi,1,5,https://www.wildberries.ru/catalog/55567433/detail.aspx?targetUrl=BP,1,128Gb,,,
1476,"11 Lite 5G NE черный 2400x1080 6.55"" 8  64 8 …",20,45656,36524,Xiaomi,4,5,https://www.wildberries.ru/catalog/55567430/detail.aspx?targetUrl=BP,1,128Gb,,,
1488,9 Pro  5G зеленый 6 ,0,39990,39990,Realme,4,4,https://www.wildberries.ru/catalog/64215146/detail.aspx?targetUrl=BP,1,128Gb,,,
1504,"IPhone 7 plus 128 gb ""Как новый""",0,35000,35000,Apple,3,3,https://www.wildberries.ru/catalog/103657328/detail.aspx?targetUrl=BP,0,128Gb,,5,
1505,"APPLE Iphone 2020 128gb ""Как новый""",0,35000,35000,Apple,1,5,https://www.wildberries.ru/catalog/104840562/detail.aspx?targetUrl=BP,1,128Gb,,,
1514,Самсунг А52 Galaxy A52 4 ,41,55000,32450,Samsung,2,5,https://www.wildberries.ru/catalog/93438690/detail.aspx?targetUrl=BP,1,128Gb,,,
1522,POCO x4 Pro 5G  128Gb,20,33000,26400,Xiaomi,1,5,https://www.wildberries.ru/catalog/101326487/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
1524,X4 Pro 5G желтый 6 ,35,46138,29989,POCO,11,5,https://www.wildberries.ru/catalog/68865632/detail.aspx?targetUrl=BP,1,128Gb,,,
1525,Samsung A53,5,31492,29917,Samsung,2,5,https://www.wildberries.ru/catalog/96063897/detail.aspx?targetUrl=BP,1,128Gb,6Gb,5,6.5
1526,Xiaomi Note 11S Global Version,11,33117,29474,Redmi,1,1,https://www.wildberries.ru/catalog/71921662/detail.aspx?targetUrl=BP,0,128Gb,8Gb,5,
1531,Poco X4 Pro 6x,23,37120,28582,Xiaomi,1,5,https://www.wildberries.ru/catalog/96942218/detail.aspx?targetUrl=BP,1,128Gb,,,
1540,Galaxy A22s 4  White (A226B),0,27486,27486,Samsung,3,2,https://www.wildberries.ru/catalog/73386737/detail.aspx?targetUrl=BP,0,128Gb,,,
1544,Redmi Note 11 Pro  12 Global,10,29990,26991,Xiaomi,1,4,https://www.wildberries.ru/catalog/135481340/detail.aspx?targetUrl=BP,1,128Gb,8Gb,5,6.67
1545,Galaxy A33 5G ,0,26790,26790,Samsung,1,4,https://www.wildberries.ru/catalog/110507630/detail.aspx?targetUrl=BP,1,128Gb,,,
1547,Redmi Note 11 Pro  12,78,120320,26470,Redmi,1,5,https://www.wildberries.ru/catalog/98666717/detail.aspx?targetUrl=BP,1,128Gb,8Gb,5,6.67
1548,Samsung Galaxy A32  6,10,24990,22491,Samsung,12,5,https://www.wildberries.ru/catalog/95069253/detail.aspx?targetUrl=BP,1,64Gb,4Gb,5,6.4
1552,Redmi Note 11 Pro 8  ЕАС,9,28352,25800,Xiaomi,2,4,https://www.wildberries.ru/catalog/135441588/detail.aspx?targetUrl=BP,1,128Gb,,,
1553,"Note 11 X663B  6Gb 6.7""",7,27216,25310,Infinix,1,5,https://www.wildberries.ru/catalog/81823464/detail.aspx?targetUrl=BP,1,128Gb,,,
1556,Galaxy A22s 4  White (A226B),0,25011,25011,Samsung,1,5,https://www.wildberries.ru/catalog/73386725/detail.aspx?targetUrl=BP,1,64Gb,,,
1557,Redmi 10C  128Gb,0,25000,25000,Xiaomi,1,2,https://www.wildberries.ru/catalog/97251669/detail.aspx?targetUrl=BP,0,128Gb,4Gb,,
1562,Galaxy A22s 4  Gray (A226B) 100,0,24736,24736,Samsung,1,5,https://www.wildberries.ru/catalog/73210250/detail.aspx?targetUrl=BP,1,64Gb,,,
1566,GALAXY A23  BLACK,0,19900,19900,Samsung,1,3,https://www.wildberries.ru/catalog/102765474/detail.aspx?targetUrl=BP,0,128Gb,,,
1572,NOVA 9 SE ,30,31887,22320,Huawei,3,4,https://www.wildberries.ru/catalog/115898142/detail.aspx?targetUrl=BP,1,128Gb,,,
1581,"С35 4  6.6""",0,21137,21137,Realme,13,1,https://www.wildberries.ru/catalog/101381689/detail.aspx?targetUrl=BP,0,128Gb,,,
1586,"Hot 11 X689F  4Gb 6.82""",7,21871,20340,Infinix,3,5,https://www.wildberries.ru/catalog/81821049/detail.aspx?targetUrl=BP,1,128Gb,,,
1591,Camon 19 Pro,0,19990,19990,TECNO,2,5,https://www.wildberries.ru/catalog/95237801/detail.aspx?targetUrl=BP,1,128Gb,8Gb,5,6.78
1592,"Redmi Note 11 Синие Звезды 2400x1080 6,43"" 4 …",20,21237,16989,Xiaomi,2,5,https://www.wildberries.ru/catalog/74217016/detail.aspx?targetUrl=BP,1,64Gb,,,
1593,"Redmi Note 11 Серый Графит 2400x1080 6,43"" 4 …",20,21237,16989,Xiaomi,2,5,https://www.wildberries.ru/catalog/74217011/detail.aspx?targetUrl=BP,1,64Gb,,,
1594,POCO M4 PRO 5G  6,31,28921,19955,Xiaomi,1,3,https://www.wildberries.ru/catalog/117462106/detail.aspx?targetUrl=BP,0,64Gb,4Gb,5,6.6
1598,Redmi 10 2022  6,5,17633,16751,Xiaomi,11,5,https://www.wildberries.ru/catalog/87257262/detail.aspx?targetUrl=BP,1,64Gb,4Gb,60,6.5
1599,Redmi 10  6,5,17633,16751,Xiaomi,27,5,https://www.wildberries.ru/catalog/87257264/detail.aspx?targetUrl=BP,1,64Gb,4Gb,200,6.5
1608,Galaxy A23 4 ,29,26000,18460,Samsung,1,4,https://www.wildberries.ru/catalog/98465948/detail.aspx?targetUrl=BP,1,64Gb,,,
1611,Camon 19  128Gb,3,18590,18032,TECNO,3,5,https://www.wildberries.ru/catalog/93520748/detail.aspx?targetUrl=BP,1,128Gb,6Gb,5,6.78
1615,"С35 4  6.6""",0,17422,17422,Realme,3,1,https://www.wildberries.ru/catalog/99492602/detail.aspx?targetUrl=BP,0,64Gb,,,
1616,смартфон редми xiaomi 10c,20,18500,14800,Redmi,3,5,https://www.wildberries.ru/catalog/95994766/detail.aspx?targetUrl=BP,1,128Gb,4Gb,10,6.71
1620,Hot 11 play X688B  4Gb черный,7,18054,16790,Infinix,1,5,https://www.wildberries.ru/catalog/57224135/detail.aspx?targetUrl=BP,1,64Gb,,,
1621,Hot 11 play X688B  4Gb золотистый,7,17775,16530,Infinix,7,5,https://www.wildberries.ru/catalog/57224216/detail.aspx?targetUrl=BP,1,64Gb,,,
1650,"Redmi 9С  6.53"" 1600x720 IPS Helio G25 3gb …",0,13890,13890,Ayala,1,5,https://www.wildberries.ru/catalog/111933223/detail.aspx?targetUrl=BP,1,64Gb,,,
1655,Smart 6 X6511  2Gb черный,7,14087,13100,Infinix,3,5,https://www.wildberries.ru/catalog/57224132/detail.aspx?targetUrl=BP,1,32Gb,,,
1658,Xiaomi Redmi 9C C3MN  Lavender Purple,0,12990,12990,Xiaomi,1,5,https://www.wildberries.ru/catalog/117811312/detail.aspx?targetUrl=BP,1,64Gb,,,
1659,Redmi 10C 4 ,24,17092,12989,Xiaomi,1,5,https://www.wildberries.ru/catalog/91093929/detail.aspx?targetUrl=BP,1,64Gb,,,
1660,Smart 6 X6511  2Gb черный,7,13893,12920,Infinix,3,5,https://www.wildberries.ru/catalog/57932503/detail.aspx?targetUrl=BP,1,32Gb,,,
1666,Redmi 9C 3  NFC,10,13850,12465,Xiaomi,1,5,https://www.wildberries.ru/catalog/98887136/detail.aspx?targetUrl=BP,1,64Gb,,,
1667,Redmi 9A 2  Peacock Green,0,12361,12361,Xiaomi,1,4,https://www.wildberries.ru/catalog/74054648/detail.aspx?targetUrl=BP,1,32Gb,,,
1668,Смартфон,0,12280,12280,Xiaomi,1,5,https://www.wildberries.ru/catalog/35849637/detail.aspx?targetUrl=BP,1,32Gb,2Gb,,
1677,"20B 1600x720 6.52"" 4 ",0,11990,11990,TCL,2,4,https://www.wildberries.ru/catalog/50516929/detail.aspx?targetUrl=BP,1,64Gb,,,
1682,Смартфон,10,12990,11691,Oukitel,1,5,https://www.wildberries.ru/catalog/96571447/detail.aspx?targetUrl=BP,1,32Gb,3Gb,5,6.52
